,id,units,ln_itm_qty,ln_itm_val,pk_price,unit_price,line_itm_ins,ln_itm_weight,ln_itm_freight_cost
2465,12603,60,2420,21199.2,8.76,0.15,41.55,219.37710318958602,1981.0671893827837
2466,12604,60,42000,299040.0,7.12,0.12,586.12,3939.412005070714,29955.735190500123
2467,12608,60,17500,68250.0,3.9,0.06,133.77,1186.7519997357203,22065.76771566589
2468,12609,30,88000,968000.0,11.0,0.37,1897.28,7153.516325820579,223648.86577701627
2469,12610,30,536,9112.0,17.0,0.57,17.86,35.57205173595061,1431.8001085719357
2470,12611,60,111538,977072.88,8.76,0.15,1915.06,10111.108816347125,91307.55048321359
2471,12612,60,98396,700579.52,7.12,0.12,1373.14,9229.104372641379,70179.15523343928
2472,12613,30,121280,1425040.0,11.75,0.39,2793.08,20067.332510527944,7116695.958503442
2473,12614,60,15900,404655.0,25.45,0.42,793.12,2213.855327707493,46930.165827484205
2474,12616,60,4275,10431.0,2.44,0.04,20.44,256.6453205040245,114651.09090899861
2475,12617,30,36456,226756.32,6.22,0.21,444.44,2963.506717887671,92651.62557689665
2476,12618,60,945,1408.05,1.49,0.02,3.04,78.58352773089102,1834.473576778221
2477,12619,30,576,15120.0,26.25,0.88,32.6,62.32304839669245,3539.8169337482514
2478,12620,60,735,1073.1,1.46,0.02,2.31,61.1205215684708,1426.8127819386166
2479,12622,240,7707,18805.08,2.44,0.01,0.0024500000000000012,2842.248456002899,13560.469568276967
2480,12625,20,50000,67500.0,1.35,0.07,0.0024500000000000012,16198.120707301487,267287.21297444083
2481,12628,30,16033,260536.25,16.25,0.54,0.0024500000000000012,1303.3219005895608,40747.29846594206
2482,12630,30,3756,12845.52,3.42,0.11,0.0024500000000000012,173.1816044966786,2711.998016351559
2483,12631,100,600,48000.0,80.0,0.8,0.0024500000000000012,12805.382449923463,111334.36366714512
2484,12632,60,43470,155187.9,3.57,0.06,0.0024500000000000012,4147.478471800615,41226.225664000616
2485,12633,30,1030,3574.1,3.47,0.12,0.0024500000000000012,47.49122807017544,743.7055263157895
2486,12635,30,4165,70805.0,17.0,0.57,0.0024500000000000012,276.4134244034222,11125.834798884538
2487,12637,60,38463,383860.74,9.98,0.17,0.0024500000000000012,3486.7361652814243,31486.688969103307
2488,12638,270,864,70346.88,81.42,0.3,0.0024500000000000012,226.7309667642859,23174.513040383605
2489,12639,20,6000,162000.0,27.0,1.35,0.0024500000000000012,1943.7744848761783,32074.4655569329
2490,12641,60,3334,11035.54,3.31,0.06,0.0024500000000000012,200.1533329965889,89414.44142470206
2491,12644,20,100,3200.0,32.0,1.6,0.0024500000000000012,36.41870896766972,2056.275473203236
2492,12646,270,2579,205288.4,79.6,0.29,0.0024500000000000012,676.7814389873766,69174.84853142283
2493,12648,30,8148,132405.0,16.25,0.54,0.0024500000000000012,662.3505798043873,20707.85179944464
2494,12649,60,9000,67500.0,7.5,0.12,0.0024500000000000012,844.1597153722958,6419.0861122500255
2495,12654,25,1539,30780.0,20.0,0.8,0.0024500000000000012,1408.6136537711163,15358.491672963617
2496,12656,270,460,37453.2,81.42,0.3,0.0024500000000000012,120.71324619394852,12338.28240575979
2497,12658,60,62000,458800.0,7.4,0.12,734.08,5815.322483675815,44220.370995500176
2498,12659,40,160,12160.0,76.0,1.9,0.0024500000000000012,175.72722573355435,3053.790038205803
2499,12661,60,35074,374590.32,10.68,0.18,0.0024500000000000012,3179.517569120471,28712.37628116188
2500,12662,30,621,10557.0,17.0,0.57,0.0024500000000000012,41.213142029898,1658.8579616103957
2501,12663,100,2000,278000.0,139.0,1.39,444.8,2069.9673586456056,208376.56380778638
2502,12664,30,3149,51202.74,16.26,0.54,81.92,255.9820785228296,8003.071344679821
2503,12665,300,50,2055.0,41.1,0.14,3.29,66.52789130824523,1057.5808348635403
2504,12666,120,3090,127122.6,41.14,0.34,203.4,2839.2059166944664,18581.384935631962
2505,12667,240,5076,20050.2,3.95,0.02,32.08,1907.7612415815004,13877.637701512538
2506,12669,1,2,477.3,238.65,238.65,0.76,6.0,1356.0
2507,12670,60,3200,114560.0,35.8,0.6,183.3,445.5557892241496,9445.064820625754
2508,12671,60,22047,67022.88,3.04,0.05,107.24,1323.569445883562,591277.8014668286
2509,12672,30,2034,33561.0,16.5,0.55,53.7,685.8858081030393,15790.50569730966
2510,12673,240,1020,21930.0,21.5,0.09,35.09,338.0280858401317,3724.4256262447607
2511,12675,270,36,2831.04,78.64,0.29,4.53,18.577646462526676,1178.334176740566
2512,12676,30,167,3340.0,20.0,0.67,5.34,56.92078774572189,723.9546975314552
2513,12680,100,300,24000.0,80.0,0.8,38.4,6402.691224961732,55667.18183357256
2514,12682,30,8000,130080.0,16.26,0.54,208.13,650.3196659836891,20331.715070637845
2515,12683,120,4155,170770.5,41.1,0.34,273.23,3817.767179244501,24985.648675582786
2516,12684,300,147,6041.7,41.1,0.14,9.67,195.59200044624095,3109.287654498808
2517,12685,30,2933,49127.75,16.75,0.56,78.6,238.42344754127,7454.1150377726
2518,12686,240,59,1241.95,21.05,0.09,1.99,19.55260496526252,215.43246269454988
2519,12688,60,6000,165180.0,27.53,0.46,264.29,835.4171047952805,17709.496538673287
2520,12690,60,1560,14820.0,9.5,0.16,23.71,141.41664503130337,1277.0515766269182
2521,12691,30,1600,3200.0,2.0,0.07,5.12,97.29208972845865,692.1780540510671
2522,12694,60,1350,12825.0,9.5,0.16,20.52,122.37978896939715,1105.1407874656024
2523,12710,240,1500,24750.0,16.5,0.07,39.6,497.10012623548783,5477.096509183471
2524,12711,240,10336,64083.2,6.2,0.03,102.53,3812.227611140984,24140.143578347932
2525,12712,240,12512,77574.4,6.2,0.03,124.12,4614.801845065402,29222.27906852644
2526,12714,120,4078,167605.8,41.1,0.34,268.17,3747.0167405437005,24522.61740048775
2527,12715,270,7,550.48,78.64,0.29,0.88,3.6123201454912985,229.12053436622116
2528,12716,240,10996,68175.2,6.2,0.03,109.08,4055.655457827618,25681.600114891044
2529,12718,100,600,43200.0,72.0,0.72,69.12,12805.382449923463,111334.36366714512
2530,12723,100,872,8.72,0.01,0.0,0.01,59.46843969792307,655.6115744821873
2531,12724,240,1622,10056.4,6.2,0.03,16.09,598.2423747359401,3788.2462155650487
2532,12729,30,37300,463266.0,12.42,0.41,741.23,3032.11544264895,94796.62151684894
2533,12734,60,6,48.9,8.15,0.14,0.08,0.33759541810095567,24.49127442537137
2534,12735,60,22,162.8,7.4,0.12,0.26,2.063501526465612,15.691099385500065
2535,12736,30,44000,88000.0,2.0,0.07,140.8,2675.532467532613,19034.896486404345
2536,12737,60,44400,328560.0,7.4,0.12,525.7,4164.5212625033255,31667.491487100124
2537,12738,120,986,81049.2,82.2,0.68,129.68,905.9731501167456,5929.205678489681
2538,12739,240,96,2400.0,25.0,0.1,3.84,31.81440807907122,350.5341765877422
2539,12740,60,18974,140407.6,7.4,0.12,224.65,1779.67627105266,13532.859988203554
2540,12741,90,500,8000.0,16.0,0.18,12.8,65.68163017220384,4232.787602237649
2541,12742,100,480,2635.2,5.49,0.05,4.22,45.76064936848152,1728.327184824377
2542,12748,60,488,34160.0,70.0,1.17,54.66,78.55839817891655,294.03741145434583
2543,12749,120,403,16563.3,41.1,0.34,26.5,370.29125709639806,2423.3974527701234
2544,12751,60,645,2134.95,3.31,0.06,3.42,38.72192554973001,17298.234768726106
2545,12752,60,1542,11565.0,7.5,0.12,18.5,144.63269790045334,1099.8034205655044
2546,12753,84,210,8055.6,38.36,0.46,12.89,61.17127610362146,490.24657502863687
2547,12754,60,40000,296000.0,7.4,0.12,473.6,3751.8209572102037,28529.271610000116
2548,12755,40,375,28500.0,76.0,1.9,45.6,411.860685313018,7157.32040204485
2549,12756,60,125,1018.75,8.15,0.14,1.63,7.033237877103243,510.23488386190354
2550,12759,60,9691,92064.5,9.5,0.16,147.3,878.5055814092058,7933.273608391964
2551,12760,60,2067,144690.0,70.0,1.17,231.5,332.74632999143546,1245.4412489265017
2552,12761,60,1860,13764.0,7.4,0.12,22.02,174.45967451027445,1326.6111298650053
2553,12762,30,1600,3200.0,2.0,0.07,5.12,97.29208972845865,692.1780540510671
2554,12763,60,3000,24450.0,8.15,0.14,39.12,168.79770905047783,12245.637212685686
2555,12764,30,12663,157274.46,12.42,0.41,251.64,1029.3747412939317,32182.563492435875
2556,12766,60,32129,97672.16,3.04,0.05,156.28,1928.8321643213571,861666.6432316294
2557,12770,60,29500,89680.0,3.04,0.05,143.49,1771.0027964605197,791159.5746936746
2558,12771,60,6500,48100.0,7.4,0.12,76.96,609.6709055466581,4636.006636625019
2559,12772,60,5836,160665.08,27.53,0.46,257.06,812.5823705975428,17225.436966616217
2560,12773,200,2326,3535.52,1.52,0.01,5.66,242.13511044148427,18337.36836947881
2561,12774,60,328,1115.2,3.4,0.06,1.78,31.29452355073848,311.0697496616564
2562,12776,30,1860,23101.2,12.42,0.41,36.96,151.1993223412077,4727.123753923299
2563,12777,60,14995,141702.75,9.45,0.16,226.72,1359.3221745156372,12275.248968923486
2564,12778,30,16,420.0,26.25,0.88,0.67,1.7311957887970124,98.32824815967363
2565,12779,60,3847,28467.8,7.4,0.12,45.55,360.8313805596913,2743.802697091761
2566,12780,60,16610,220580.8,13.28,0.22,352.93,2111.796870787396,14456.344120784466
2567,12781,60,8805,25622.55,2.91,0.05,41.0,528.5993092486399,236141.0188195866
2568,12782,60,87768,298411.2,3.4,0.06,477.46,8373.95653354029,83237.71276922029
2569,12783,240,5536,10629.12,1.92,0.01,17.01,2041.8432716018274,12929.550585307095
2570,12784,84,1358,13023.22,9.59,0.11,20.84,395.5742521367521,3170.261185185185
2571,12785,60,9474,89529.3,9.45,0.16,143.25,858.8341634785694,7755.632459591939
2572,12786,60,40000,296000.0,7.4,0.12,473.6,3751.8209572102037,28529.271610000116
2573,12788,240,224,3696.0,16.5,0.07,5.91,74.23361885116618,817.9130787047318
2574,12789,60,78460,119259.2,1.52,0.03,190.81,6524.511730969005,152309.83791959708
2575,12790,60,270,7433.1,27.53,0.46,11.89,37.593769715787616,796.9273442402978
2576,12791,240,2415,4757.55,1.97,0.01,7.61,890.6228131889192,4249.193461449186
2577,12792,30,1860,23101.2,12.42,0.41,36.96,151.1993223412077,4727.123753923299
2578,12793,20,2000,64000.0,32.0,1.6,102.4,728.3741793533944,41125.509464064715
2579,12794,25,4342,86840.0,20.0,0.8,138.94,3974.139366260031,43331.10516179859
2580,12795,100,15,1080.0,72.0,0.72,1.73,106.9105344408425,147.65049449881155
2581,12796,30,81198,162396.0,2.0,0.07,259.83,4937.451938607115,35127.17102052409
2582,12797,240,128,2112.0,16.5,0.07,3.38,42.419210772094964,467.3789021169896
2583,12798,30,48,816.0,17.0,0.57,1.31,3.185556871876174,128.22090524524796
2584,12800,30,2500,31050.0,12.42,0.41,49.68,203.22489561990284,6353.660959574327
2585,12801,60,1728,16416.0,9.5,0.16,26.27,156.64612988082837,1414.5802079559712
2586,12803,60,3180,25917.0,8.15,0.14,41.47,178.9255715935065,12980.375445446825
2587,12805,100,2000,20.0,0.01,0.0,0.03,136.39550389431895,1503.6962717481358
2588,12806,60,3000,10200.0,3.4,0.06,16.32,286.2303983299251,2845.150149344418
2589,12808,240,127,243.84,1.92,0.01,0.39,46.84141898364019,296.61360627420544
2590,12809,60,30874,93856.96,3.04,0.05,150.17,1853.4895029804097,828008.8375963562
2591,12810,100,550,5.5,0.01,0.0,0.01,37.50876357093771,413.51647473073734
2592,12811,100,1800,129582.0,71.99,0.72,207.33,12829.2641329011,17718.059339857387
2593,12812,60,1400,18900.0,13.5,0.22,30.24,177.99612396763123,1218.4757236061562
2594,12813,30,35000,420350.0,12.01,0.4,823.89,2845.14853867864,88951.25343404057
2595,12814,60,50000,472500.0,9.45,0.16,926.1,4532.584776644339,40931.14027650379
2596,12817,60,4100,13120.0,3.2,0.05,25.72,391.18154438423096,3888.3718707707044
2597,12818,25,19999,399980.0,20.0,0.8,783.96,18304.65527080478,199580.55553450252
2598,12819,60,32544,94703.04,2.91,0.05,151.52,1953.7462714580051,872796.5152146083
2599,12820,200,1500,2100.0,1.4,0.01,3.36,156.14903940766396,11825.474012991494
2600,12821,30,1500,3360.0,2.24,0.07,5.38,88.72046168404589,2375.770362319431
2601,12822,336,2,76.72,38.36,0.11,0.15,5.058610430139374,196.9396199762364
2602,12823,60,1152,4492.8,3.9,0.06,8.81,78.12218878260285,1452.5579661969775
2603,12824,30,4,105.0,26.25,0.88,0.17,0.4327989471992531,24.58206203991841
2604,12825,60,784,3057.6,3.9,0.06,4.89,53.16648958816027,988.5463936618319
2605,12826,100,12,0.12,0.01,0.0,0.0,0.8183730233659137,9.022177630488814
2606,12827,120,94,3863.4,41.1,0.34,6.18,86.3706654269514,565.258959206927
2607,12828,25,20000,400000.0,20.0,0.8,640.0,18305.570549332246,199590.5350612556
2608,12829,60,50000,472500.0,9.45,0.16,756.0,4532.584776644339,40931.14027650379
2609,12830,30,3770,37.7,0.01,0.0,0.07,306.46314259481346,9581.320727038083
2610,12835,60,5730,157746.9,27.53,0.46,252.4,797.8233350794928,16912.56919443299
2611,12836,180,252,12600.0,50.0,0.28,24.7,59.68440727183328,1440.678277693506
2612,12837,30,4000,48040.0,12.01,0.4,94.16,325.15983299184455,10165.857535318923
2613,12838,60,11980,46722.0,3.9,0.06,74.76,812.4165118190816,15105.594127638706
2614,12839,336,14,537.04,38.36,0.11,0.86,35.410273010975615,1378.5773398336548
2615,12840,180,50,2500.0,50.0,0.28,4.0,11.842144299966922,285.84886462172744
2616,12841,240,2005,3809.5,1.9,0.01,7.47,739.4197682997032,3527.7982982217877
2617,12842,60,14600,172280.0,11.8,0.2,337.67,1856.2452928052971,12706.961117607058
2618,12843,240,2800,5880.0,2.1,0.01,11.52,1052.3505666722224,7655.119299494702
2619,12844,30,4000,48040.0,12.01,0.4,94.16,325.15983299184455,10165.857535318923
2620,12845,100,28,2800.0,100.0,1.0,5.49,597.5845143297616,5195.603637800106
2621,12846,25,12,240.0,20.0,0.8,0.47,10.983342329599347,119.75432103675335
2622,12849,30,8000,16000.0,2.0,0.07,31.36,486.4604486422932,3460.8902702553355
2623,12850,60,9599,28797.0,3.0,0.05,56.44,915.8418645229838,9103.532094519023
2624,12851,30,2200,29216.0,13.28,0.44,57.26,1028.0160267937358,5934.174310661338
2625,12852,60,9408,31987.2,3.4,0.06,51.18,897.6185291626451,8922.390868344095
2626,12853,30,12696,333270.0,26.25,0.88,533.23,1373.7038584104293,78023.46491470104
2627,12854,30,50000,600500.0,12.01,0.4,960.8,4064.4979123980565,127073.21919148653
2628,12857,60,76427,722235.15,9.45,0.16,1155.58,6928.237134491938,62564.88515824711
2629,12858,30,27590,293005.8,10.62,0.35,574.29,2242.7899480612477,70119.00234986226
2630,12859,30,11549,122650.38,10.62,0.35,240.39,938.8177278057032,29351.372168849557
2631,12860,30,35299,374875.38,10.62,0.35,734.76,2869.45423619478,89711.15128480566
2632,12862,60,6002,20406.8,3.4,0.06,40.0,572.6516169254035,5692.197065455065
2633,12863,60,7876,12207.8,1.55,0.03,23.93,654.9458882629606,15289.221048365365
2634,12864,30,16000,155520.0,9.72,0.32,304.82,1300.6393319673782,40663.43014127569
2635,12865,60,3231,28303.56,8.76,0.15,55.47,292.89562826675717,2644.9702846676746
2636,12866,60,67842,773398.8,11.4,0.19,1515.86,8625.437887294313,59045.59288634917
2637,12868,60,28624,267634.4,9.35,0.16,524.56,2594.814132933351,23432.25918549289
2638,12869,30,8000,16000.0,2.0,0.07,31.36,486.4604486422932,3460.8902702553355
2639,12870,20,1067,34144.0,32.0,1.6,54.63,388.5876246850359,21940.459299078524
2640,12871,60,10000,30400.0,3.04,0.05,59.58,600.339931003566,268189.6863368388
2641,12873,90,1132,17274.32,15.26,0.17,33.86,148.7032107098695,9583.031131466038
2642,12874,60,76000,562400.0,7.4,0.12,1102.3,7128.459818699386,54205.61605900022
2643,12875,60,135000,972000.0,7.2,0.12,1905.12,12662.395730584436,96286.29168375039
2644,12876,240,1977,31928.55,16.15,0.07,62.58,655.177966378373,7218.813199103815
2645,12877,60,248,793.6,3.2,0.05,1.56,23.66171292860714,235.19907901247186
2646,12878,60,1067,3414.4,3.2,0.05,6.69,101.8026116726767,1011.9250697834981
2647,12879,60,35000,327250.0,9.35,0.16,641.41,3172.809343651037,28651.79819355265
2648,12883,60,8346,83.46,0.01,0.0,0.16,469.59522657842933,34067.36272569158
2649,12885,30,2178,23522.4,10.8,0.36,46.1,177.04952906405936,5535.309427981153
2650,12886,240,806,1531.4,1.9,0.01,3.0,297.243058977337,1418.1573208811774
2651,12887,60,3895,27732.4,7.12,0.12,54.36,365.33356570834354,2778.037823023761
2652,12892,180,400,20000.0,50.0,0.28,39.2,94.73715439973537,2286.7909169738195
2653,12893,60,3190,36366.0,11.4,0.19,71.28,405.5768824691026,2776.3839702168843
2654,12894,180,400,20000.0,50.0,0.28,39.2,94.73715439973537,2286.7909169738195
2655,12896,60,9310,29792.0,3.2,0.05,58.39,888.2683361505343,8829.449296798844
2656,12897,30,22260,244860.0,11.0,0.37,479.93,1809.514470599615,56572.997184049804
2657,12898,60,1894,4621.36,2.44,0.04,9.06,113.7043829320754,50795.12659219727
2658,12899,60,1268,14455.2,11.4,0.19,28.33,161.21363227925457,1103.590869666147
2659,12900,30,27941,307351.0,11.0,0.37,602.41,2271.322723406282,71011.0563485865
2660,12902,240,2757,5789.7,2.1,0.01,11.35,1036.189468684042,7537.5585388238915
2661,12903,100,1260,6300.0,5.0,0.05,12.35,120.121704592264,4536.858860163989
2662,12904,60,108,189.0,1.75,0.03,0.37,8.849460124600357,259.95024548925767
2663,12905,60,18180,206343.0,11.35,0.19,404.43,2311.40680980824,15822.777610828512
2664,12908,60,2237,5458.28,2.44,0.04,10.7,134.29604256549771,59994.032833550846
2665,12909,60,8784,99698.4,11.35,0.19,195.41,1116.7985378083376,7645.0648258260535
2666,12910,30,45964,367712.0,8.0,0.27,720.72,3736.4116409092853,116815.86893834973
2667,12911,240,3181,6043.9,1.9,0.01,11.85,1173.1143555916985,5596.970766405739
2668,12912,30,29426,201568.1,6.85,0.23,395.07,2392.0383114045044,74785.13095857365
2669,12913,60,5830,14225.2,2.44,0.04,27.88,349.998179775079,156354.58713437704
2670,12914,60,17000,193800.0,11.4,0.19,379.85,2161.3815053212365,14795.77664378904
2671,12915,60,3001,34211.4,11.4,0.19,67.05,381.5474057334724,2611.8897475300532
2672,12916,30,240,2820.0,11.75,0.39,5.53,39.711080165952396,14083.171421840583
2673,12917,60,25281,288203.4,11.4,0.19,564.88,3214.228578589775,22003.060548919453
2674,12918,60,16912,192796.8,11.4,0.19,377.88,2150.1931775289854,14719.186741162368
2675,12919,30,22059,137206.98,6.22,0.21,268.93,1793.1751889917746,56062.16284290002
2676,12920,60,1604,11420.48,7.12,0.12,22.38,150.44802038412917,1144.0237915610046
2677,12922,300,276,2.76,0.01,0.0,0.01,367.2339600215136,5837.846208446742
2678,12923,300,896,8.96,0.01,0.0,0.02,1192.1798122437544,18951.848560754643
2679,12925,60,4410,6438.6,1.46,0.02,13.88,366.72312941082475,8560.876691631698
2680,12926,60,12873,37331.7,2.9,0.05,80.49,1228.2146392337086,12208.539290836896
2681,12929,100,1,80.0,80.0,0.8,0.17,21.34230408320577,185.5572727785752
2682,12935,60,11092,74871.0,6.75,0.11,92.62,1005.5086068507802,9080.164158939602
2683,12959,100,6280,502400.0,80.0,0.8,516.47,134029.66964253224,1165299.6730494522
2684,12973,60,298,685.4,2.3,0.04,0.96,21.314871275065777,1070.1914274178027
2685,12981,100,90,8010.0,89.0,0.89,9.91,1920.8073674885195,16700.15455007177
2686,13004,60,400,2740.0,6.85,0.11,3.22,59.95966816300361,1191.5679633946284
2687,13007,100,1468,117440.0,80.0,0.8,145.27,31330.50239414607,272398.0764389484
2688,13016,30,305,7777.5,25.5,0.85,10.9,33.21748030199104,520.0313230735917
2689,13020,30,3,49.5,16.5,0.55,0.07,1.0,969.55
2690,13027,30,5300,18550.0,3.5,0.12,19.07,430.836778714194,13469.761234297572
2691,13038,30,54768,133633.92,2.44,0.08,220.5,3239.3614970078834,86744.12746900707
2692,13064,60,25,1246.3,49.85,0.83,1.28,3.4809046033136686,73.7895689111387
2693,13091,60,3,206.97,68.99,1.15,0.21,0.4177085523976402,8.854748269336643
2694,13093,30,11500,132135.0,11.49,0.38,163.45,1540.4136760957892,5652.97573862799
2695,13106,30,16000,56800.0,3.55,0.12,58.39,7476.480194863533,43157.63135026427
2696,13115,30,13,438.41,33.72,1.12,0.54,2.1510168423224214,762.838452016365
2697,13138,100,2744,244216.0,89.0,0.89,342.39,58563.28240431664,509169.1565044104
2698,13148,160,4570,148250.8,32.44,0.2,152.4,3635.046003647911,48583.4782307221
2699,13151,100,1,77.7,77.7,0.78,0.13,7.127368962722834,9.843366299920772
2700,13161,30,56877,265615.59,4.67,0.16,572.67,4623.528955269286,144550.86975908358
2701,13205,100,3500,245000.0,70.0,0.7,480.2,24945.791369529918,34451.7820497227
2702,13231,60,14,389.56,27.83,0.46,0.48,0.7877226422355632,57.1463069925332
2703,13275,30,17760,177600.0,10.0,0.33,209.04,2378.9345119531495,8730.160792872444
2704,13277,30,1680,13860.0,8.25,0.28,27.17,785.0304204606709,4531.551291777748
2705,13302,30,138422,1211192.5,8.75,0.29,2611.33,13292.540983765304,94564.44794482474
2706,13311,100,2000,160000.0,80.0,0.8,224.32,42684.60816641154,371114.5455571504
2707,13379,30,243800,2801262.0,11.49,0.38,3465.16,32656.769933230735,119843.08565891339
2708,13476,84,520,5366.4,10.32,0.12,10.52,151.47173130420552,1213.9439000709103
2709,13481,30,132,1823.8,13.82,0.46,1.87,61.68096160762415,356.05045863968024
2710,13487,30,25000,256000.0,10.24,0.34,263.17,3348.7253828169332,12289.077692669543
2711,13544,300,500,15410.0,30.82,0.1,15.84,665.2789130824523,10575.808348635403
2712,13547,20,77,2464.0,32.0,1.6,2.53,28.042405905105685,1583.3321143664916
2713,13555,60,13000,105300.0,8.1,0.13,108.25,1652.8211511280042,11314.417433485734
2714,13568,30,139,1566.38,11.27,0.38,1.61,11.299304196466597,353.2635493523325
2715,13571,20,18,576.0,32.0,1.6,0.59,6.55536761418055,370.1295851765825
2716,13581,100,377,30160.0,80.0,0.8,49.76,8046.048639368576,69955.09183752285
2717,13608,120,121,9075.0,75.0,0.62,12.72,31.483449889859674,336.6735596172274
2718,13648,100,143,11440.0,80.0,0.8,13.46,3051.949483898425,26534.690007336252
2719,13652,30,21504,139776.0,6.5,0.22,273.96,1748.0592621641563,54651.65010987453
2720,13696,1,448,403.2,0.9,0.9,0.67,51.69230769230769,22928.12307692308
2721,13700,60,35136,284952.96,8.11,0.14,292.93,4467.194151233351,30580.259303304214
2722,13708,20,32,1024.0,32.0,1.6,1.05,11.653986869654311,658.0081514250355
2723,13739,240,1832,3847.2,2.1,0.01,4.76,688.8849851123283,4235.238220896977
2724,13748,20,350,9450.0,27.0,1.35,18.52,113.3868449511104,1871.0104908210858
2725,13761,30,174,4047.24,23.26,0.78,5.67,20.516539276727215,1090.5519451788066
2726,13766,30,4000,14200.0,3.55,0.12,14.6,1869.1200487158833,10789.407837566068
2727,13809,30,4560,82080.0,18.0,0.6,84.38,608.3058707852783,5636.698355129118
2728,13817,30,32670,151915.5,4.65,0.16,156.17,3137.2709102571303,22318.85476555334
2729,13841,30,62209,681188.55,10.95,0.36,1335.13,5973.874687976303,42498.733887673945
2730,13842,30,940,1175.0,1.25,0.04,1.21,58.95285796687948,1340.9250168132992
2731,13845,60,33,1671.87,50.66,0.84,1.72,8.149662162162164,150.8510121621622
2732,13862,30,595,16422.0,27.6,0.92,19.33,64.80131403175301,1014.4873351763509
2733,13874,30,14448,46667.04,3.23,0.11,57.73,1174.4773167665423,36719.07741757194
2734,13886,120,108,3888.0,36.0,0.3,4.81,28.100930480205328,300.50202015421945
2735,13897,100,8298,738522.0,89.0,0.89,1218.56,177098.43928244148,1539754.249516617
2736,13899,90,16,272.7,17.04,0.19,0.28,2.101812165510523,135.44920327160477
2737,13900,100,120,8658.0,72.15,0.72,10.71,21.599999999999998,1533.7439999999997
2738,13903,30,5925,9243.0,1.56,0.05,11.43,350.44582365198124,9384.292931161754
2739,13904,60,9800,63602.0,6.49,0.11,65.38,888.3866162222904,8022.503494194742
2740,13915,100,1000,350000.0,350.0,3.5,432.95,2296.5,47805.5925
2741,13926,30,19992,156337.44,7.82,0.26,337.06,9341.862003481985,53925.46037215521
2742,13959,60,10000,19900.0,1.99,0.03,20.46,1306.4239466139527,11590.774118308698
2743,13968,20,35,1120.0,32.0,1.6,1.39,12.746548138684403,719.6964156211326
2744,13978,60,9095,62300.75,6.85,0.11,77.07,824.4771708716053,7445.374416296039
2745,13988,1,300,7350.0,24.5,24.5,9.09,205.82597305710178,2660.8705494347273
2746,14016,60,7600,15808.0,2.08,0.03,16.25,725.1170091024769,7207.713711672525
2747,14018,60,50544,334095.84,6.61,0.11,343.45,4581.89929901423,41376.47108271215
2748,14023,90,100,3297.8,32.98,0.37,6.46,13.136326034440767,846.5575204475297
2749,14043,30,3528,27342.0,7.75,0.26,58.95,1648.563882967409,9516.257712733272
2750,14079,100,2915,0.0,0.0,0.0,0.0,62212.81640254482,540899.4501495467
2751,14097,100,3484,278720.0,80.0,0.8,286.52,74356.58742588891,646481.538360556
2752,14178,25,10000,200000.0,20.0,0.8,330.0,9152.785274666123,99795.2675306278
2753,14180,20,9500,304000.0,32.0,1.6,312.51,3459.7773519286234,195346.1699543074
2754,14195,30,1244,17540.4,14.1,0.47,28.94,166.6325750489706,611.5045059872365
2755,14200,60,59,1653.14,28.02,0.47,1.7,5.34845003644032,48.29874552627447
2756,14210,60,4000,112000.0,28.0,0.47,184.8,627.6545218639758,5611.146269131591
2757,14230,300,400,12328.0,30.82,0.1,15.25,532.2231304659618,8460.646678908322
2758,14240,100,70,6230.0,89.0,0.89,7.33,1493.961285824404,12989.009094500265
2759,14241,30,800,6064.0,7.58,0.25,6.23,61.66218626443188,3832.7751298691596
2760,14252,60,7445,16676.8,2.24,0.04,17.14,972.6326282540878,8629.331331080826
2761,14265,240,263,486.55,1.85,0.01,0.6,99.11169898291536,436.07042175306276
2762,14278,60,56000,133280.0,2.38,0.04,287.35,3361.9036136199697,1501862.2434862975
2763,14279,30,100986,343352.4,3.4,0.11,481.38,8209.147723628603,256652.32226542916
2764,14286,20,1900,55100.0,29.0,1.45,68.16,615.5285868774565,10156.914093028752
2765,14291,100,100,8000.0,80.0,0.8,8.22,2134.230408320577,18555.72727785752
2766,14309,120,3812,231845.84,60.82,0.51,325.05,3502.606134122753,22923.054813795807
2767,14323,100,112,8400.0,75.0,0.75,13.86,1022.0042549898952,25338.339182333784
2768,14331,30,3528,22932.0,6.5,0.22,44.95,286.79097269880685,8966.286346151288
2769,14348,100,2044,181916.0,89.0,0.89,300.16,43623.6695460726,379279.0655594077
2770,14364,60,9,620.91,68.99,1.15,0.64,1.2531256571929206,26.564244808009928
2771,14384,30,20867,32552.52,1.56,0.05,40.27,1234.2199159739903,33050.13343367971
2772,14404,60,150000,430500.0,2.87,0.05,710.32,14311.519916496256,142257.5074672209
2773,14409,60,159000,443610.0,2.79,0.05,956.42,15170.21111148603,150792.95791525414
2774,14410,720,1245,48555.0,39.0,0.05,104.68,867.7454682385575,5921.373025484051
2775,14412,60,24,2031.3,84.64,1.41,2.09,2.4723551332393985,55.19050169476805
2776,14431,270,109,17410.04,159.73,0.59,28.73,28.603790945957368,2923.63648310395
2777,14433,30,100,4669.76,46.7,1.56,10.07,10.819973679981327,614.5515509979602
2778,14437,300,3,51.42,17.14,0.06,0.05,3.9916734784947137,63.45485009181242
