,del_date_scheduled,del_date_client,del_date_recorded,pq_date,po_date,po_date_new,pq_date_new,anticipated_lead_time,actual_lead_time,delivery_delay_time
1042,2007-06-26 00:00:00.000000000,2007-06-26 00:00:00.000000000,2007-06-26 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-05-18 14:24:00.000000000,2006-11-27 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1043,2007-06-04 00:00:00.000000000,2007-06-04 00:00:00.000000000,2007-06-04 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-03-15 04:48:00.000000000,2006-09-23 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1044,2007-06-26 00:00:00.000000000,2007-06-26 00:00:00.000000000,2007-06-26 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-05-18 14:24:00.000000000,2006-11-27 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1045,2007-05-20 00:00:00.000000000,2007-05-20 00:00:00.000000000,2007-05-20 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-03-24 16:00:00.028800000,2006-10-03 10:09:22.406400000,56 days 07:59:59.971200000,56 days 07:59:59.971200000,0 days 00:00:00.000000000
1046,2007-06-08 00:00:00.000000000,2007-06-08 00:00:00.000000000,2007-06-08 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-03-19 04:48:00.000000000,2006-09-27 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1047,2007-06-28 00:00:00.000000000,2007-06-28 00:00:00.000000000,2007-06-28 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-04-08 04:48:00.000000000,2006-10-17 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1048,2007-07-31 00:00:00.000000000,2007-07-31 00:00:00.000000000,2007-07-31 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-05-11 04:48:00.000000000,2006-11-19 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1049,2007-08-09 00:00:00.000000000,2007-08-09 00:00:00.000000000,2007-08-09 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-07-06 13:05:27.312000000,2007-01-15 07:14:49.689600000,33 days 10:54:32.688000000,33 days 10:54:32.688000000,0 days 00:00:00.000000000
1050,2007-07-04 00:00:00.000000000,2007-07-04 00:00:00.000000000,2007-07-04 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-05-08 16:00:00.028800000,2006-11-17 10:09:22.406400000,56 days 07:59:59.971200000,56 days 07:59:59.971200000,0 days 00:00:00.000000000
1051,2007-08-14 00:00:00.000000000,2007-08-14 00:00:00.000000000,2007-08-14 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-06-19 00:00:00.000000000,2006-12-28 18:09:22.377600000,56 days 00:00:00.000000000,56 days 00:00:00.000000000,0 days 00:00:00.000000000
1052,2007-08-17 00:00:00.000000000,2007-08-17 00:00:00.000000000,2007-08-17 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-05-28 04:48:00.000000000,2006-12-06 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1053,2007-07-18 00:00:00.000000000,2007-07-18 00:00:00.000000000,2007-07-18 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-04-28 04:48:00.000000000,2006-11-06 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1054,2007-09-07 00:00:00.000000000,2007-09-07 00:00:00.000000000,2007-09-07 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-09 00:00:00.000000000,2007-02-17 18:09:22.377600000,29 days 00:00:00.000000000,29 days 00:00:00.000000000,0 days 00:00:00.000000000
1055,2007-09-14 00:00:00.000000000,2007-09-14 00:00:00.000000000,2007-09-14 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-06-25 04:48:00.000000000,2007-01-03 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1056,2007-09-21 00:00:00.000000000,2007-09-21 00:00:00.000000000,2007-09-21 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-06-07 00:00:00.000000000,2006-12-16 18:09:22.377600000,106 days 00:00:00.000000000,106 days 00:00:00.000000000,0 days 00:00:00.000000000
1057,2007-08-17 00:00:00.000000000,2007-08-17 00:00:00.000000000,2007-08-17 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-06-21 16:00:00.028800000,2006-12-31 10:09:22.406400000,56 days 07:59:59.971200000,56 days 07:59:59.971200000,0 days 00:00:00.000000000
1058,2007-08-30 00:00:00.000000000,2007-08-30 00:00:00.000000000,2007-08-30 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-06-10 04:48:00.000000000,2006-12-19 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1059,2007-09-26 00:00:00.000000000,2007-09-26 00:00:00.000000000,2007-09-26 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-07-31 16:00:00.028800000,2007-02-09 10:09:22.406400000,56 days 07:59:59.971200000,56 days 07:59:59.971200000,0 days 00:00:00.000000000
1060,2007-09-18 00:00:00.000000000,2007-09-18 00:00:00.000000000,2007-09-18 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-07-23 16:00:00.028800000,2007-02-01 10:09:22.406400000,56 days 07:59:59.971200000,56 days 07:59:59.971200000,0 days 00:00:00.000000000
1061,2007-11-05 00:00:00.000000000,2007-11-05 00:00:00.000000000,2007-11-05 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-24 15:55:14.822400000,2007-03-05 10:04:37.200000000,72 days 08:04:45.177600000,72 days 08:04:45.177600000,0 days 00:00:00.000000000
1062,2007-08-31 00:00:00.000000000,2007-08-31 00:00:00.000000000,2007-08-31 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-06-11 04:48:00.000000000,2006-12-20 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1063,2007-09-04 00:00:00.000000000,2007-09-04 00:00:00.000000000,2007-09-04 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-06-15 04:48:00.000000000,2006-12-24 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1064,2007-09-04 00:00:00.000000000,2007-09-04 00:00:00.000000000,2007-09-04 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-07-23 07:59:59.971200000,2007-02-01 02:09:22.348800000,42 days 16:00:00.028800000,42 days 16:00:00.028800000,0 days 00:00:00.000000000
1065,2007-09-21 00:00:00.000000000,2007-09-21 00:00:00.000000000,2007-09-21 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-07-02 04:48:00.000000000,2007-01-10 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1066,2007-08-31 00:00:00.000000000,2007-08-31 00:00:00.000000000,2007-08-31 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-06-07 12:00:00.000000000,2006-12-17 06:09:22.377600000,84 days 12:00:00.000000000,84 days 12:00:00.000000000,0 days 00:00:00.000000000
1067,2007-10-17 00:00:00.000000000,2007-10-17 00:00:00.000000000,2007-10-17 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-07-24 12:00:00.000000000,2007-02-02 06:09:22.377600000,84 days 12:00:00.000000000,84 days 12:00:00.000000000,0 days 00:00:00.000000000
1068,2007-09-20 00:00:00.000000000,2007-09-20 00:00:00.000000000,2007-09-20 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-12 14:24:00.000000000,2007-02-21 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1069,2007-09-20 00:00:00.000000000,2007-09-20 00:00:00.000000000,2007-09-20 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-12 14:24:00.000000000,2007-02-21 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1070,2007-09-20 00:00:00.000000000,2007-09-20 00:00:00.000000000,2007-09-20 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-12 14:24:00.000000000,2007-02-21 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1071,2007-09-20 00:00:00.000000000,2007-09-20 00:00:00.000000000,2007-09-20 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-12 14:24:00.000000000,2007-02-21 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1072,2007-10-02 00:00:00.000000000,2007-10-02 00:00:00.000000000,2007-10-02 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-07-13 04:48:00.000000000,2007-01-21 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1073,2007-11-13 00:00:00.000000000,2007-11-13 00:00:00.000000000,2007-11-13 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-20 12:00:00.000000000,2007-03-01 06:09:22.377600000,84 days 12:00:00.000000000,84 days 12:00:00.000000000,0 days 00:00:00.000000000
1074,2007-11-01 00:00:00.000000000,2007-11-01 00:00:00.000000000,2007-11-01 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-09-23 14:24:00.000000000,2007-04-04 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1075,2007-11-02 00:00:00.000000000,2007-11-02 00:00:00.000000000,2007-11-02 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-09 12:00:00.000000000,2007-02-18 06:09:22.377600000,84 days 12:00:00.000000000,84 days 12:00:00.000000000,0 days 00:00:00.000000000
1076,2007-11-29 00:00:00.000000000,2007-11-29 00:00:00.000000000,2007-11-29 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-15 00:00:00.000000000,2007-02-23 18:09:22.377600000,106 days 00:00:00.000000000,106 days 00:00:00.000000000,0 days 00:00:00.000000000
1077,2007-11-09 00:00:00.000000000,2007-11-09 00:00:00.000000000,2007-11-09 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-01 14:24:00.000000000,2007-04-12 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1078,2008-02-21 00:00:00.000000000,2008-02-21 00:00:00.000000000,2008-02-21 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-11-28 10:00:00.028800000,2007-06-09 04:09:22.406400000,84 days 13:59:59.971200000,84 days 13:59:59.971200000,0 days 00:00:00.000000000
1079,2007-11-26 00:00:00.000000000,2007-11-26 00:00:00.000000000,2007-11-26 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-14 07:59:59.971200000,2007-04-25 02:09:22.348800000,42 days 16:00:00.028800000,42 days 16:00:00.028800000,0 days 00:00:00.000000000
1080,2007-12-31 00:00:00.000000000,2007-12-31 00:00:00.000000000,2007-12-31 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-12-06 12:00:00.000000000,2007-06-17 06:09:22.377600000,24 days 12:00:00.000000000,24 days 12:00:00.000000000,0 days 00:00:00.000000000
1081,2008-01-22 00:00:00.000000000,2008-01-22 00:00:00.000000000,2008-01-22 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-23 17:41:03.148800000,2007-05-04 11:50:25.526400000,90 days 06:18:56.851200000,90 days 06:18:56.851200000,0 days 00:00:00.000000000
1082,2008-01-22 00:00:00.000000000,2008-01-22 00:00:00.000000000,2008-01-22 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-23 17:41:03.148800000,2007-05-04 11:50:25.526400000,90 days 06:18:56.851200000,90 days 06:18:56.851200000,0 days 00:00:00.000000000
1083,2007-12-03 00:00:00.000000000,2007-12-03 00:00:00.000000000,2007-12-03 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-25 14:24:00.000000000,2007-05-06 08:33:22.377600000,38 days 09:36:00.000000000,38 days 09:36:00.000000000,0 days 00:00:00.000000000
1084,2007-12-07 00:00:00.000000000,2007-12-07 00:00:00.000000000,2007-12-07 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-09-13 12:00:00.000000000,2007-03-25 06:09:22.377600000,84 days 12:00:00.000000000,84 days 12:00:00.000000000,0 days 00:00:00.000000000
1085,2007-12-06 00:00:00.000000000,2007-12-06 00:00:00.000000000,2007-12-06 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-09-12 12:00:00.000000000,2007-03-24 06:09:22.377600000,84 days 12:00:00.000000000,84 days 12:00:00.000000000,0 days 00:00:00.000000000
1086,2007-12-10 00:00:00.000000000,2007-12-10 00:00:00.000000000,2007-12-10 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-09-20 04:48:00.000000000,2007-03-31 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1087,2008-02-05 00:00:00.000000000,2008-02-05 00:00:00.000000000,2008-02-05 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-31 09:36:00.000000000,2007-03-12 03:45:22.377600000,157 days 14:24:00.000000000,157 days 14:24:00.000000000,0 days 00:00:00.000000000
1088,2007-12-14 00:00:00.000000000,2007-12-14 00:00:00.000000000,2007-12-14 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-09-24 04:48:00.000000000,2007-04-04 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1089,2008-03-12 00:00:00.000000000,2008-03-12 00:00:00.000000000,2008-03-12 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-12-12 19:30:00.000000000,2007-06-23 13:39:22.377600000,90 days 04:30:00.000000000,90 days 04:30:00.000000000,0 days 00:00:00.000000000
1090,2008-04-08 00:00:00.000000000,2008-04-05 00:00:00.000000000,2008-04-05 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-01-03 02:10:54.537600000,2007-07-14 20:20:16.915200000,95 days 21:49:05.462400000,92 days 21:49:05.462400000,-3 days +00:00:00.000000000
1091,2008-01-14 00:00:00.000000000,2008-01-14 00:00:00.000000000,2008-01-14 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-08-09 09:36:00.000000000,2007-02-18 03:45:22.377600000,157 days 14:24:00.000000000,157 days 14:24:00.000000000,0 days 00:00:00.000000000
1092,2008-04-18 00:00:00.000000000,2008-04-18 00:00:00.000000000,2008-04-18 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-01-13 02:10:54.537600000,2007-07-24 20:20:16.915200000,95 days 21:49:05.462400000,95 days 21:49:05.462400000,0 days 00:00:00.000000000
1093,2008-04-08 00:00:00.000000000,2008-04-05 00:00:00.000000000,2008-04-05 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-01-03 02:10:54.537600000,2007-07-14 20:20:16.915200000,95 days 21:49:05.462400000,92 days 21:49:05.462400000,-3 days +00:00:00.000000000
1094,2008-01-15 00:00:00.000000000,2008-01-15 00:00:00.000000000,2008-01-15 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-22 10:00:00.028800000,2007-05-03 04:09:22.406400000,84 days 13:59:59.971200000,84 days 13:59:59.971200000,0 days 00:00:00.000000000
1095,2008-01-09 00:00:00.000000000,2008-01-09 00:00:00.000000000,2008-01-09 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-17 19:02:04.099200000,2007-04-28 13:11:26.476800000,83 days 04:57:55.900800000,83 days 04:57:55.900800000,0 days 00:00:00.000000000
1096,2008-01-28 00:00:00.000000000,2008-01-28 00:00:00.000000000,2008-01-28 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-11-14 00:00:00.000000000,2007-05-25 18:09:22.377600000,75 days 00:00:00.000000000,75 days 00:00:00.000000000,0 days 00:00:00.000000000
1097,2008-02-06 00:00:00.000000000,2008-02-06 00:00:00.000000000,2008-02-06 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-09-29 05:19:59.980800000,2007-04-09 23:29:22.358400000,129 days 18:40:00.019200000,129 days 18:40:00.019200000,0 days 00:00:00.000000000
1098,2008-01-24 00:00:00.000000000,2008-01-24 00:00:00.000000000,2008-01-24 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-30 16:00:00.028800000,2007-05-11 10:09:22.406400000,85 days 07:59:59.971200000,85 days 07:59:59.971200000,0 days 00:00:00.000000000
1099,2008-01-17 00:00:00.000000000,2008-01-17 00:00:00.000000000,2008-01-17 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-22 15:31:45.897600000,2007-05-03 09:41:08.275200000,86 days 08:28:14.102400000,86 days 08:28:14.102400000,0 days 00:00:00.000000000
1100,2007-12-28 00:00:00.000000000,2007-12-28 00:00:00.000000000,2007-12-28 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-10-08 04:48:00.000000000,2007-04-18 22:57:22.377600000,80 days 19:12:00.000000000,80 days 19:12:00.000000000,0 days 00:00:00.000000000
1101,2008-02-12 00:00:00.000000000,2008-02-12 00:00:00.000000000,2008-02-12 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-11-19 10:00:00.028800000,2007-05-31 04:09:22.406400000,84 days 13:59:59.971200000,84 days 13:59:59.971200000,0 days 00:00:00.000000000
1102,2008-02-05 00:00:00.000000000,2008-02-05 00:00:00.000000000,2008-02-05 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-11-10 15:31:45.897600000,2007-05-22 09:41:08.275200000,86 days 08:28:14.102400000,86 days 08:28:14.102400000,0 days 00:00:00.000000000
1103,2008-03-06 00:00:00.000000000,2008-03-06 00:00:00.000000000,2008-03-06 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-12-12 13:42:51.465600000,2007-06-23 07:52:13.843200000,84 days 10:17:08.534400000,84 days 10:17:08.534400000,0 days 00:00:00.000000000
1104,2008-02-28 00:00:00.000000000,2008-02-28 00:00:00.000000000,2008-02-28 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-12-05 13:42:51.465600000,2007-06-16 07:52:13.843200000,84 days 10:17:08.534400000,84 days 10:17:08.534400000,0 days 00:00:00.000000000
1105,2008-02-29 00:00:00.000000000,2008-02-29 00:00:00.000000000,2008-02-29 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-11-25 02:10:54.537600000,2007-06-05 20:20:16.915200000,95 days 21:49:05.462400000,95 days 21:49:05.462400000,0 days 00:00:00.000000000
1106,2008-03-10 00:00:00.000000000,2008-03-10 00:00:00.000000000,2008-03-10 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-12-05 02:10:54.537600000,2007-06-15 20:20:16.915200000,95 days 21:49:05.462400000,95 days 21:49:05.462400000,0 days 00:00:00.000000000
1107,2008-07-29 00:00:00.000000000,2008-07-29 00:00:00.000000000,2008-07-29 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-05-05 10:00:00.028800000,2007-11-15 04:09:22.406400000,84 days 13:59:59.971200000,84 days 13:59:59.971200000,0 days 00:00:00.000000000
1108,2008-07-29 00:00:00.000000000,2008-07-29 00:00:00.000000000,2008-07-29 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-03-21 05:19:59.980800000,2007-09-30 23:29:22.358400000,129 days 18:40:00.019200000,129 days 18:40:00.019200000,0 days 00:00:00.000000000
1109,2008-05-19 00:00:00.000000000,2008-05-19 00:00:00.000000000,2008-05-19 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-02-28 05:37:49.785600000,2007-09-08 23:47:12.163200000,80 days 18:22:10.214400000,80 days 18:22:10.214400000,0 days 00:00:00.000000000
1110,2008-05-20 00:00:00.000000000,2008-05-20 00:00:00.000000000,2008-05-20 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-02-26 19:02:04.099200000,2007-09-07 13:11:26.476800000,83 days 04:57:55.900800000,83 days 04:57:55.900800000,0 days 00:00:00.000000000
1111,2008-06-19 00:00:00.000000000,2008-06-19 00:00:00.000000000,2008-06-19 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-05-09 02:10:54.537600000,2007-11-18 20:20:16.915200000,40 days 21:49:05.462400000,40 days 21:49:05.462400000,0 days 00:00:00.000000000
1112,2008-07-29 00:00:00.000000000,2008-07-29 00:00:00.000000000,2008-07-29 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-05-05 10:00:00.028800000,2007-11-15 04:09:22.406400000,84 days 13:59:59.971200000,84 days 13:59:59.971200000,0 days 00:00:00.000000000
1113,2008-03-31 00:00:00.000000000,2008-03-31 00:00:00.000000000,2008-03-31 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-01-10 05:37:49.785600000,2007-07-21 23:47:12.163200000,80 days 18:22:10.214400000,80 days 18:22:10.214400000,0 days 00:00:00.000000000
1114,2008-05-30 00:00:00.000000000,2008-05-30 00:00:00.000000000,2008-05-30 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-03-10 05:37:49.785600000,2007-09-19 23:47:12.163200000,80 days 18:22:10.214400000,80 days 18:22:10.214400000,0 days 00:00:00.000000000
1115,2008-06-09 00:00:00.000000000,2008-06-09 00:00:00.000000000,2008-06-09 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-01-03 09:36:00.000000000,2007-07-15 03:45:22.377600000,157 days 14:24:00.000000000,157 days 14:24:00.000000000,0 days 00:00:00.000000000
1116,2008-03-27 00:00:00.000000000,2008-03-27 00:00:00.000000000,2008-03-27 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-12-31 15:31:45.897600000,2007-07-12 09:41:08.275200000,86 days 08:28:14.102400000,86 days 08:28:14.102400000,0 days 00:00:00.000000000
1117,2008-05-27 00:00:00.000000000,2008-05-27 00:00:00.000000000,2008-05-27 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-02-26 17:41:03.148800000,2007-09-07 11:50:25.526400000,90 days 06:18:56.851200000,90 days 06:18:56.851200000,0 days 00:00:00.000000000
1118,2008-06-02 00:00:00.000000000,2008-06-02 00:00:00.000000000,2008-06-02 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-03-03 17:41:03.148800000,2007-09-13 11:50:25.526400000,90 days 06:18:56.851200000,90 days 06:18:56.851200000,0 days 00:00:00.000000000
1119,2008-03-25 00:00:00.000000000,2008-03-25 00:00:00.000000000,2008-03-25 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-01-29 16:21:49.075200000,2007-08-10 10:31:11.452800000,55 days 07:38:10.924800000,55 days 07:38:10.924800000,0 days 00:00:00.000000000
1120,2008-07-16 00:00:00.000000000,2008-07-16 00:00:00.000000000,2008-07-16 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-04-23 19:02:04.099200000,2007-11-03 13:11:26.476800000,83 days 04:57:55.900800000,83 days 04:57:55.900800000,0 days 00:00:00.000000000
1121,2008-02-27 00:00:00.000000000,2008-02-27 00:00:00.000000000,2008-02-27 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2007-12-08 05:37:49.785600000,2007-06-18 23:47:12.163200000,80 days 18:22:10.214400000,80 days 18:22:10.214400000,0 days 00:00:00.000000000
1122,2008-05-26 00:00:00.000000000,2008-05-26 00:00:00.000000000,2008-05-26 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-02-25 17:41:03.148800000,2007-09-06 11:50:25.526400000,90 days 06:18:56.851200000,90 days 06:18:56.851200000,0 days 00:00:00.000000000
1123,2008-06-02 00:00:00.000000000,2008-06-02 00:00:00.000000000,2008-06-02 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-03-07 15:31:45.897600000,2007-09-17 09:41:08.275200000,86 days 08:28:14.102400000,86 days 08:28:14.102400000,0 days 00:00:00.000000000
1124,2008-06-17 00:00:00.000000000,2008-06-17 00:00:00.000000000,2008-06-17 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-03-24 10:00:00.028800000,2007-10-04 04:09:22.406400000,84 days 13:59:59.971200000,84 days 13:59:59.971200000,0 days 00:00:00.000000000
1125,2008-04-03 00:00:00.000000000,2008-04-03 00:00:00.000000000,2008-04-03 00:00:00.000000000,1980-01-01 00:00:00.000000000,1910-01-01 00:00:00.000000000,2008-01-03 17:41:03.148800000,2007-07-15 11:50:25.526400000,90 days 06:18:56.851200000,90 days 06:18:56.851200000,0 days 00:00:00.000000000
